,abv,ibu,id,name,style,brewery_id,ounces
0,0.05,,1436,Pub Beer,American Pale Lager,408,12
1,0.066,,2265,Devil's Cup,American Pale Ale (APA),177,12
2,0.071,,2264,Rise of the Phoenix,American IPA,177,12
3,0.075,,2262,Sex and Candy,American IPA,177,12
4,0.077,,2261,Black Exodus,Oatmeal Stout,177,12
5,0.045,,2260,Lake Street Express,American Pale Ale (APA),177,12
6,0.065,,2259,Foreman,American Porter,177,12
7,0.055,,2258,Jade,American Pale Ale (APA),177,12
8,0.072,,2099,Sophomoric Saison,Saison / Farmhouse Ale,177,12
9,0.073,,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,177,12
10,0.069,,2097,Garce Selé,Saison / Farmhouse Ale,177,12
11,0.061,60,1979,Bitter Bitch,American Pale Ale (APA),177,12
12,0.06,,2318,Ginja Ninja,Cider,154,12
13,0.06,,2170,Cherried Away,Cider,154,12
14,0.06,,2169,Rhubarbarian,Cider,154,12
15,0.06,,1502,BrightCider,Cider,154,12
16,0.082,,1593,He Said Baltic-Style Porter,Baltic Porter,368,12
17,0.082,,1592,He Said Belgian-Style Tripel,Tripel,368,12
18,0.079,45,1024,Fireside Chat,Winter Warmer,368,12
19,0.079,,976,Marooned On Hog Island,American Stout,368,12
20,0.044,42,876,Bitter American,American Pale Ale (APA),368,12
21,0.049,17,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12
22,0.049,17,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,368,12
23,0.049,17,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,368,12
24,0.07,70,799,21st Amendment IPA (2006),American IPA,368,12
25,0.07,70,797,Brew Free! or Die IPA (2008),American IPA,368,12
26,0.07,70,796,Brew Free! or Die IPA (2009),American IPA,368,12
27,0.044,42,353,Bitter American (2011),American Pale Ale (APA),368,12
28,0.079,45,321,Fireside Chat (2010),Winter Warmer,368,12
29,0.068,65,173,Back in Black,American Black Ale,368,12
30,0.083,35,11,Monk's Blood,Belgian Dark Ale,368,12
31,0.07,65,10,Brew Free! or Die IPA,American IPA,368,12
32,0.049,17,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,368,12
33,0.07,82,2519,Bimini Twist,American IPA,67,12
34,0.05,,2518,Beach Blonde,American Blonde Ale,67,12
35,0.059,,2517,Rod Bender Red,American Amber / Red Ale,67,12
36,0.035,11,2545,Passion Fruit Prussia,Berliner Weissbier,60,12
37,0.045,18,2544,Send Help,American Blonde Ale,60,12
38,0.055,,2324,Cast Iron Oatmeal Brown,American Brown Ale,60,12
39,0.06,,2288,Reprise Centennial Red,American Amber / Red Ale,60,12
40,0.055,,2287,Alter Ego,American Black Ale,60,12
41,0.065,,2286,Divided Sky,American IPA,60,12
42,0.065,,2285,Resurrected,American IPA,60,12
43,0.05,28,1870,Contact High,American Pale Wheat Ale,60,12
44,0.065,,2603,Galaxyfest,American IPA,27,16
45,0.05,45,2602,Citrafest,American IPA,27,16
46,0.069,65,2219,Scarecrow,American IPA,27,16
47,0.046,15,2217,Honey Kolsch,Kölsch,27,16
48,0.052,18,2216,Copperhead Amber,Belgian Dark Ale,27,16
49,0.059,75,972,Rude Parrot IPA,American IPA,481,16
50,0.054,30,866,British Pale Ale (2010),English Pale Ale,481,16
51,0.054,30,48,British Pale Ale,English Pale Ale,481,16
52,0.084,82,47,Ballz Deep Double IPA,American Double / Imperial IPA,481,16
53,0.038,,1583,Wolfman's Berliner,Berliner Weissbier,373,12
54,0.055,26,1165,Colorado Native,American Amber / Red Lager,462,12
55,0.055,26,431,Colorado Native (2011),American Amber / Red Lager,462,12
56,0.065,52,516,Jockamo IPA,American IPA,533,12
57,0.042,13,515,Purple Haze,Fruit / Vegetable Beer,533,12
58,0.045,17,514,Abita Amber,American Amber / Red Lager,533,12
59,0.082,68,2540,Citra Ass Down,American IPA,62,16
60,0.05,20,2539,The Brown Note,American Brown Ale,62,16
61,0.08,68,2686,Citra Ass Down,American Double / Imperial IPA,1,16
62,0.077,25,2684,35 K,Milk / Sweet Stout,1,16
63,0.042,42,2683,A Beer,American Pale Ale (APA),1,16
64,0.05,25,2682,Rules are Rules,German Pilsener,1,16
65,0.066,21,2681,Flesh Gourd'n,Pumpkin Ale,1,16
66,0.04,13,2680,Sho'nuff,Belgian Pale Ale,1,16
67,0.055,17,2679,Bloody Show,American Pilsner,1,16
68,0.076,68,2678,Rico Sauvin,American Double / Imperial IPA,1,16
69,0.051,38,2677,Coq de la Marche,Saison / Farmhouse Ale,1,16
70,0.065,,2676,Kamen Knuddeln,American Wild Ale,1,16
71,0.06,65,2675,Pile of Face,American IPA,1,16
72,0.05,20,2674,The Brown Note,English Brown Ale,1,16
73,0.053,35,1594,Maylani's Coconut Stout,American Stout,367,16
74,0.05,35,1162,Oatmeal PSA,American Pale Ale (APA),367,16
75,0.052,33,1137,Pre Flight Pilsner,American Pilsner,367,16
76,0.04,20,2403,P-Town Pilsner,American Pilsner,117,12
77,0.053,36,2402,Klickitat Pale Ale,American Pale Ale (APA),117,12
78,0.082,103,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,117,12
79,0.053,40,1921,Freeride APA,American Pale Ale (APA),270,12
80,0.053,18,1920,Alaskan Amber,Altbier,270,12
81,0.057,,2501,Hopalicious,American Pale Ale (APA),73,12
82,0.043,,1535,Kentucky Kölsch,Kölsch,388,16
83,0.065,,1149,Kentucky IPA,American IPA,388,16
84,0.054,,1474,Dusty Trail Pale Ale,American Pale Ale (APA),401,16
85,0.062,,1473,Damnesia,American IPA,401,16
86,0.062,43,837,Desolation IPA,American IPA,401,16
87,0.059,,2592,Liberty Ale,American IPA,35,12
88,0.065,,2578,IPA,American IPA,35,12
89,0.045,,2577,Summer Wheat,American Pale Wheat Ale,35,12
90,0.049,,2103,California Lager,American Amber / Red Lager,35,12
91,0.056,,2102,Brotherhood Steam,California Common / Steam Beer,35,12
92,0.042,,2291,Blood Orange Gose,Gose,171,12
93,0.042,,1818,Keebarlin' Pale Ale,American Pale Ale (APA),171,12
94,0.048,,1738,"the Kimmie, the Yink and the Holy Gose",Gose,171,12
95,0.06,,1563,Fall Hornin',Pumpkin Ale,171,12
96,0.057,13,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12
97,0.056,4,1350,Summer Solstice,Cream Ale,171,12
98,0.07,80,1327,Hop Ottin' IPA,American IPA,171,12
99,0.058,15,1326,Boont Amber Ale,American Amber / Red Ale,171,12
100,0.057,13,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,171,12
101,0.055,25,1217,El Steinber Dark Lager,Vienna Lager,171,16
102,0.058,15,811,Boont Amber Ale (2010),American Amber / Red Ale,171,12
103,0.056,4,753,Summer Solstice Cerveza Crema (2009),Cream Ale,171,12
104,0.057,13,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,12
105,0.069,6,523,Winter Solstice,Winter Warmer,171,12
106,0.07,80,367,Hop Ottin' IPA (2011),American IPA,171,12
107,0.058,15,78,Boont Amber Ale (2011),American Amber / Red Ale,171,12
108,0.056,4,77,Summer Solstice (2011),Cream Ale,171,12
109,0.055,28,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,12
110,0.06,,2337,Charlie's Rye IPA,American IPA,146,16
111,0.054,,410,River Pig Pale Ale,American Pale Ale (APA),542,16
112,0.047,,409,Oaky's Oatmeal Stout,Oatmeal Stout,542,16
113,0.05,,1294,Angry Orchard Apple Ginger,Cider,434,16
114,0.05,,1293,Angry Orchard Crisp Apple,Cider,434,16
115,0.05,,1292,Angry Orchard Crisp Apple,Cider,434,12
116,0.068,,2207,Golden One,Belgian Pale Ale,193,12
117,0.06,,2040,Arjuna,Witbier,193,12
118,0.071,75,2511,Long Leaf,American IPA,69,16
119,0.047,19,2510,Honey Badger Blonde,American Blonde Ale,69,16
120,0.06,23,2509,Porter (a/k/a Black Gold Porter),American Porter,69,16
121,0.06,55,413,Sky High Rye,American Pale Ale (APA),541,12
122,0.062,17,390,Whitsun,American Pale Wheat Ale,541,12
123,0.052,,735,On-On Ale (2008),American Pale Ale (APA),513,12
124,0.051,20,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,12
125,0.052,10,1172,Mo's Gose,Gose,461,16
126,0.07,45,1322,Green Bullet Organic India Pale Ale,American IPA,429,16
127,0.032,27,550,Rocket Girl,Kölsch,528,12
128,0.053,26,429,Ninja Porter,American Porter,528,12
129,0.06,69,428,Shiva IPA,American IPA,528,12
130,0.048,,1640,Aslan Kölsch,Kölsch,353,16
131,0.077,,1639,Aslan IPA,American IPA,353,16
132,0.077,,1638,Aslan Amber,American Amber / Red Ale,353,16
133,0.056,27,597,This Season's Blonde,American Blonde Ale,523,12
134,0.07,67,596,Independence Pass Ale,American IPA,523,12
135,0.057,40,1580,Trolley Stop Stout,American Stout,374,12
136,0.082,138,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12
137,0.062,35,979,Poop Deck Porter,American Porter,374,12
138,0.06,35,978,Old Red Beard Amber Ale,American Amber / Red Ale,374,12
139,0.075,115,2503,Hop A-Peel,American Double / Imperial IPA,72,16
140,0.055,12,2502,Vanilla Java Porter,American Porter,72,16
141,0.052,,2495,Michelada,Fruit / Vegetable Beer,72,16
142,0.045,8,534,Dirty Blonde Ale,American Blonde Ale,72,12
143,0.05,62,528,Grand Circus IPA,American IPA,72,12
144,0.05,12,527,Atwater's Lager,Munich Helles Lager,72,12
145,0.07,,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,16
146,0.062,,343,Fire Eagle IPA,American IPA,413,12
147,0.051,,342,Peacemaker,American Pale Ale (APA),413,12
148,0.053,,341,Pearl-Snap,German Pilsener,413,12
149,0.052,,340,Black Thunder,Schwarzbier,413,12
150,0.08,,2589,Raja,American Double / Imperial IPA,37,12
151,0.064,,2546,Perzik Saison,Saison / Farmhouse Ale,37,12
152,0.047,42,146,Avery Joe’s Premium American Pilsner,German Pilsener,37,12
153,0.056,10,108,White Rascal,Witbier,37,12
154,0.063,69,107,Avery India Pale Ale,American IPA,37,12
155,0.055,17,106,Ellie’s Brown Ale,American Brown Ale,37,12
156,0.062,17,1620,Pumpkin Beast,Pumpkin Ale,360,12
157,0.072,22,1579,OktoberBeast,Märzen / Oktoberfest,360,12
158,0.048,23,1228,Mad Beach,American Pale Wheat Ale,360,12
159,0.067,,705,Hog Wild India Pale Ale,American IPA,360,12
160,0.061,41,702,Hot Rod Red,American Amber / Red Ale,360,12
161,0.06,,1483,Back East Porter,American Porter,235,12
162,0.049,,1426,Back East Golden Ale,American Blonde Ale,235,12
163,0.07,,1132,Misty Mountain IPA,American IPA,235,12
164,0.05,,1131,Back East Ale,American Amber / Red Ale,235,12
165,0.06,,1876,Truck Stop Honey Brown Ale,English Brown Ale,286,12
166,0.06,43,1875,Naked Pig Pale Ale,American Pale Ale (APA),286,12
167,0.068,70,966,Topcutter India Pale Ale,American IPA,483,12
168,0.044,38,965,Field 41 Pale Ale,American Pale Ale (APA),483,12
169,0.07,,2593,Grapefruit Sculpin,American IPA,34,12
170,0.038,40,2105,Even Keel,American IPA,34,12
171,0.052,23,1401,Ballast Point Pale Ale,Kölsch,34,12
172,0.07,75,1400,Big Eye India Pale Ale,American IPA,34,12
173,0.046,,1019,Longfin Lager,Munich Helles Lager,34,12
174,0.07,70,1018,Sculpin IPA,American IPA,34,12
175,0.045,,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,12
176,0.045,20,1644,Banner American Rye,Rye Beer,318,12
177,0.035,45,1643,Banner American Ale,American Amber / Red Ale,318,12
178,0.07,46,2618,Thai.p.a,American IPA,20,16
179,0.06,60,2005,Barrio Blanco,American IPA,251,12
180,0.045,,1343,Barrio Tucson Blonde,American Blonde Ale,251,12
181,0.049,22,2404,Hop in the ‘Pool Helles,American Pilsner,116,12
182,0.067,60,2323,Ultra Gnar Gnar IPA,American IPA,116,12
183,0.068,62,2189,In-Tents India Pale Lager,American Pale Lager,116,12
184,0.05,20,2188,Lost Meridian Wit,Witbier,116,12
185,0.051,45,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,12
186,0.054,55,1966,Wagon Party,California Common / Steam Beer,258,12
187,0.067,70,1965,Sky-Five,American IPA,258,12
188,0.05,28,1964,Stargrazer,Schwarzbier,258,12
189,0.054,48,1963,Wonderstuff,German Pilsener,258,12
190,0.053,,1855,Tarnation California-Style Lager,California Common / Steam Beer,292,12
191,0.07,42,1778,On the Count of 3 (2015),Hefeweizen,292,16
192,0.047,,1209,Summer Swelter,American Pale Wheat Ale,292,12
193,0.068,,954,Phantom Punch Winter Stout,Foreign / Export Stout,292,12
194,0.066,,910,Hayride Autumn Ale,Rye Beer,292,12
195,0.047,,707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,12
196,0.055,35,533,Amber Road,American Amber / Red Ale,292,12
197,0.049,28,183,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12
198,0.069,69,182,Stowaway IPA,American IPA,292,12
199,0.05,10,2435,Watermelon Ale,Fruit / Vegetable Beer,103,12
200,0.058,45,2423,Fenway American Pale Ale,American Pale Ale (APA),103,12
201,0.068,85,2420,Back Bay IPA,American IPA,103,12
202,0.048,16,2419,Bunker Hill Blueberry Ale ,Other,103,12
203,0.058,,2494,Oberon,American Pale Wheat Ale,76,12
204,0.06,,2325,Smitten,Rye Beer,76,16
205,0.05,,2022,Winter White,Witbier,76,16
206,0.058,,1989,Oberon,American Pale Wheat Ale,76,16
207,0.07,,1988,Two Hearted,American IPA,76,16
208,0.058,,1955,Best Brown,American Brown Ale,76,16
209,0.044,44,2558,Moar,English India Pale Ale (IPA),53,12
210,0.083,,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,16
211,0.057,27,2556,Nordic Blonde,American Blonde Ale,53,12
212,0.06,,2496,Cold Press,American Black Ale,75,12
213,0.072,87,2410,Harness the Winter,American IPA,75,12
214,0.056,32,1902,14° ESB ,Extra Special / Strong Bitter (ESB),75,12
215,0.062,68,1901,Bent Hop Golden IPA,American IPA,75,12
216,0.06,34,1261,Bent Paddle Black Ale,American Black Ale,75,12
217,0.05,38,1253,Venture Pils,German Pilsener,75,12
218,0.055,40,1900,Lost Sailor IPA,English India Pale Ale (IPA),278,12
219,0.053,20,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12
220,0.078,,1158,La Frontera Premium IPA,American IPA,463,12
221,0.047,,1157,Tejas Lager,Czech Pilsener,463,12
222,0.064,,1156,Number 22 Porter,American Porter,463,12
223,0.056,,1155,Big Bend Hefeweizen,Hefeweizen,463,12
224,0.06,,1154,Terlingua Gold,American Blonde Ale,463,12
225,0.081,17,2104,Aprè Shred,American Strong Ale,220,16
226,0.041,,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,16
227,0.067,85,1067,Disconnected Red,American Amber / Red Ale,220,16
228,0.07,,1003,Big Elm IPA,American IPA,477,12
229,0.065,,1002,Gerry Dog Stout,American Stout,477,12
230,0.06,,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,477,12
231,0.08,54,2639,Dark Star,American Stout,8,16
232,0.062,,2469,Ryecoe,American IPA,8,16
233,0.06,,2586,Blueberry Blonde,Fruit / Vegetable Beer,40,12
234,0.075,60,2585,Galaxy IPA,American IPA,40,16
235,0.05,32,643,Big River Pilsner,Czech Pilsener,519,12
236,0.06,55,632,House Brand IPA,American IPA,519,12
237,0.062,65,1714,Big Sky IPA,American IPA,336,12
238,0.05,40,1713,Scape Goat Pale Ale,English Pale Ale,336,12
239,0.05,35,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12
240,0.051,26,1711,Moose Drool Brown Ale,American Brown Ale,336,12
241,0.072,60,1456,Powder Hound Winter Ale,English Strong Ale,336,12
242,0.051,26,767,Moose Drool Brown Ale (2011),American Brown Ale,336,12
243,0.05,35,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,12
244,0.062,65,579,Big Sky IPA (2012),American IPA,336,12
245,0.047,,168,Summer Honey,American Blonde Ale,336,12
246,0.05,40,159,Scape Goat Pale Ale (2010),English Pale Ale,336,12
247,0.05,35,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,12
248,0.051,26,34,Moose Drool Brown Ale (2009),American Brown Ale,336,12
249,0.069,81,2096,Arcus IPA,American IPA,221,12
250,0.058,38,2095,Wavemaker,American Amber / Red Ale,221,12
251,0.053,43,1257,Jack Pine Savage,American Pale Ale (APA),444,16
252,0.055,35,986,Morning Wood,Oatmeal Stout,444,16
253,0.066,50,985,Bark Bite IPA,American IPA,444,16
254,0.055,45,2508,Jalapeno Pale Ale,American Pale Ale (APA),70,16
255,0.052,,1441,Blown Out Brown,American Brown Ale,407,12
256,0.063,,1413,Single Hop Ale,American Pale Ale (APA),407,12
257,0.054,,1411,Sawtooth Ale,American Blonde Ale,407,12
258,0.072,75,2620,Saucy Intruder,Rye Beer,18,16
259,0.045,16,2412,Deception,American Blonde Ale,112,12
260,0.075,35,1898,Blackmarket Rye IPA,American IPA,112,12
261,0.05,8,1897,Black Market Hefeweizen,Hefeweizen,112,12
262,0.058,44,1896,Aftermath Pale Ale,American Pale Ale (APA),112,12
263,0.071,83,1850,American India Red Ale,American Strong Ale,294,12
264,0.071,45,1849,American Red Porter,American Porter,294,12
265,0.078,34,1848,American Red Saison,Saison / Farmhouse Ale,294,12
266,0.066,44,1847,Colorado Red Ale,American Amber / Red Ale,294,12
267,0.048,16,2485,Saddle Bronc Brown Ale,American Brown Ale,79,12
268,0.046,20,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,79,12
269,0.073,,2449,Flying Sailor,Rye Beer,95,12
270,0.048,47,2634,Nordskye ,American IPA,12,12
271,0.06,30,2153,North Third Stout,Foreign / Export Stout,12,12
272,0.052,,1953,Honey Lav,American Pale Wheat Ale,12,12
273,0.068,,1496,Coconut Brown Ale,American Brown Ale,12,12
274,0.07,51,1481,51K IPA,American IPA,12,12
275,0.055,,1480,Grand Rabbits,Cream Ale,12,12
276,0.05,,1564,1800 Big Log Wheat (2012),American Pale Wheat Ale,380,12
277,,,1541,Double Play Pilsner,American Pilsner,380,12
278,0.055,,1321,Brewerhood Brown Ale,American Brown Ale,380,12
279,0.08,,1320,Last Call Imperial Amber Ale,American Amber / Red Ale,380,12
280,0.052,,1303,6-4-3 Double Play Pilsner,German Pilsener,380,12
281,,,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,380,12
282,0.05,,1012,467 Ethan's Stout,American Stout,380,12
283,0.064,,942,1335 Wicked Snout,Saison / Farmhouse Ale,380,12
284,0.045,,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,12
285,0.056,37,888,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
286,0.056,37,886,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
287,0.056,37,612,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12
288,0.046,35,611,834 Happy As Ale,American Pale Ale (APA),380,12
289,0.059,,1372,Yellow Collar,Mead,422,12
290,0.059,,1371,Green Collar,Mead,422,12
291,0.08,80,1812,Quarter Mile Double IPA,American Double / Imperial IPA,304,12
292,0.059,60,1547,Full Nelson Pale Ale,American Pale Ale (APA),382,12
293,0.065,30,1546,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12
294,0.053,22,1545,Blue Mountain Classic Lager,Euro Pale Lager,382,12
295,0.059,60,119,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12
296,0.049,16,1408,Kölsch 151,Kölsch,414,12
297,,,2490,Professor Black,American Stout,77,12
298,,,2489,Little Boss,American Pale Wheat Ale,77,12
299,,,2488,Van Dayum!,American Amber / Red Ale,77,12
300,,,2487,Spirit Animal,American Pale Ale (APA),77,12
301,0.07,,939,Toxic Sludge,American Black Ale,489,16
302,0.06,40,692,Blue Point White IPA,American White IPA,489,12
303,0.044,16,667,Blue Point Summer Ale,American Blonde Ale,489,12
304,0.055,28,665,Toasted Lager,Vienna Lager,489,12
305,0.06,,1607,Bohemian Export Lager,Dortmunder / Export Lager,364,12
306,0.053,,1597,Altus Bohemes Altbier,Altbier,364,12
307,0.04,,344,Cherny Bock,Schwarzbier,364,12
308,0.05,,89,Czech Pilsner,Czech Pilsener,364,12
309,0.05,,88,Viennese Lager,Vienna Lager,364,12
310,0.065,,1569,Mad Manatee IPA,American IPA,378,12
311,0.055,,1568,Killer Whale Cream Ale,Cream Ale,378,12
312,0.06,,1188,Duke's Cold Nose Brown Ale,American Brown Ale,378,12
313,0.042,30,1891,Longhop IPA,American IPA,281,16
314,0.04,34,1890,Lucky Buck,Irish Dry Stout,281,16
315,0.051,,577,Bomb Lager (New Recipe),Munich Helles Lager,525,12
316,0.045,27,513,Bomb Lager (Old Recipe),Munich Helles Lager,525,12
317,0.066,72,2422,Firestarter India Pale Ale,American IPA,107,12
318,0.075,22,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16
319,0.048,30,1614,Wood Splitter Pilsner,Czech Pilsener,107,16
320,0.056,26,1613,Gyptoberfest,Märzen / Oktoberfest,107,12
321,0.07,94,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16
322,0.047,,1548,Slow & Steady Golden Ale,American Blonde Ale,107,12
323,0.068,,1517,Pink-I Raspberry IPA,American IPA,107,16
324,0.047,,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,107,12
325,0.047,,1421,Live Local Golden Ale,American Blonde Ale,107,12
326,0.048,38,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,12
327,0.049,,1184,Dirtbag Dunkel,Munich Dunkel Lager,107,16
328,0.053,45,1183,Kindler Pale Ale,American Pale Ale (APA),107,12
329,0.064,,1023,Mistress Winter Wheat,Winter Warmer,107,12
330,0.061,,998,Tent Pole Vanilla Porter,American Porter,107,16
331,0.058,,997,Awry Rye Pale Ale,American Pale Ale (APA),107,12
332,0.058,,996,Demshitz Brown Ale,American Brown Ale,107,12
333,0.048,,931,Wood Splitter Pilsner (2012),Czech Pilsener,107,12
334,0.048,,798,Brush Creek Blonde,American Blonde Ale,107,16
335,0.066,72,633,Firestarter India Pale Ale,American IPA,107,16
336,0.071,16,2062,Noche Dulce,American Porter,231,16
337,0.045,8,1830,Porch Rocker,Radler,300,12
338,0.065,45,1629,Rebel IPA,American IPA,300,16
339,0.055,,1601,Cold Snap,Witbier,300,12
340,0.056,,1427,Samuel Adams Winter Lager,Bock,300,12
341,0.049,30,1349,Boston Lager,Vienna Lager,300,16
342,0.049,30,1310,Boston Lager,Vienna Lager,300,12
343,0.053,15,1281,Samuel Adams Octoberfest,Märzen / Oktoberfest,300,12
344,0.053,7,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12
345,0.049,30,1143,Boston Lager,Vienna Lager,300,12
346,0.049,35,1395,Hazed & Infused,American Pale Ale (APA),417,12
347,0.057,35,808,Hoopla Pale Ale,American Pale Ale (APA),417,12
348,0.049,35,81,Hazed & Infused (2010),American Pale Ale (APA),417,12
349,0.062,80,2596,Heavy Lifting,American IPA,31,12
350,0.065,,2300,1492,American Pale Ale (APA),167,12
351,0.058,,2299,Mango Ginger,American IPA,167,12
352,0.047,,2298,Passenger,English Dark Mild Ale,167,12
353,0.06,52,2107,Plum St. Porter,American Porter,219,12
354,0.057,52,1573,Plum St. Porter,American Porter,219,12
355,0.07,80,1289,Bozone HopZone IPA,American IPA,219,12
356,0.06,25,1288,Bozone Hefe Weizen,Hefeweizen,219,12
357,0.055,,470,Bozone Select Amber Ale,American Amber / Red Ale,219,12
358,0.052,40,2167,Evil Owl,American Amber / Red Ale,207,12
359,0.05,,2204,Post Time Kölsch,Kölsch,195,16
360,0.042,9,1522,Agave Wheat,American Pale Wheat Ale,391,12
361,0.045,15,397,SummerBright Ale,American Pale Wheat Ale,391,12
362,0.062,68,193,Lucky U IPA,American IPA,391,12
363,0.054,19,83,Avalanche Ale,American Amber / Red Ale,391,12
364,0.05,,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,308,12
365,0.072,60,1801,Last Stop IPA,American IPA,308,12
366,0.05,21,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12
367,0.055,28,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12
368,0.058,,2619,Insert Hop Reference,American Pale Ale (APA),19,16
369,0.053,,2468,Manitou Amber,American Amber / Red Ale,85,16
370,0.067,,2637,Belfort,Saison / Farmhouse Ale,10,16
371,0.06,,2636,Star Runner,Belgian Pale Ale,10,16
372,0.06,,2597,Linnaeus Mango IPA,American IPA,10,16
373,0.07,,2548,Beasts A'Burnin',Rauchbier,10,16
374,0.077,,2542,Verdun,Bière de Garde,10,16
375,0.065,,2541,Barrel Aged Triomphe,Belgian IPA,10,16
376,0.065,,2504,Cherry Doppelbock,Doppelbock,10,16
377,0.065,,2500,Tropical Saison,Saison / Farmhouse Ale,10,16
378,0.065,,2499,Beach Patrol,Witbier,10,16
379,0.05,,2498,Nuit Serpent,Belgian IPA,10,16
380,0.055,,2476,The Grand Army,Belgian IPA,10,16
381,0.059,,2467,Acidulated Trip,Saison / Farmhouse Ale,10,16
382,0.066,,2466,Root Stock,Rye Beer,10,16
383,0.041,,2465,Mind Games,Dunkelweizen,10,16
384,0.082,,2433,Sous Chef,Belgian Strong Pale Ale,10,16
385,0.065,,2418,Dubbelicious,Dubbel,10,16
386,0.062,,2416,Psychopomp,Belgian Dark Ale,10,16
387,,,2382,Fat Paczki,Belgian Dark Ale,10,16
388,,,2381,Earth-Like Planets,Belgian Pale Ale,10,16
389,0.061,,2290,Ski Patrol,Witbier,10,16
390,0.063,,2241,Viking Ice Hole,Oatmeal Stout,10,16
391,0.056,,2240,Rye Porter,American Porter,10,16
392,0.051,,2101,Smoky Wheat,Rauchbier,10,16
393,0.062,,2092,BRIPA,Belgian IPA,10,16
394,0.062,,2091,Mela,Belgian Dark Ale,10,16
395,0.053,,2086,W.I.P.A Snappa,Belgian IPA,10,16
396,0.063,,2023,Pepper in the Rye,Rye Beer,10,16
397,0.064,,2006,Moe Lasses',American Stout,10,16
398,0.07,,1997,Pumpkin Tart,Fruit / Vegetable Beer,10,16
399,0.067,,1977,Undertaker,Belgian Dark Ale,10,16
400,0.067,,1976,Undertaker (2014),Belgian Dark Ale,10,16
401,0.05,,1974,Coq D'Or,Belgian Pale Ale,10,16
402,0.06,,1973,North French,Bière de Garde,10,16
403,0.065,,1959,Agent a Deux,Belgian Dark Ale,10,16
404,0.045,,1958,Belgian Wit,Witbier,10,16
405,0.063,,1949,Pothole Stout,American Stout,10,16
406,0.073,,1785,Le Flaneur Ale,American Wild Ale,10,16
407,0.056,,1651,Maize & Blueberry,Fruit / Vegetable Beer,10,16
408,0.065,,1352,Contemplation,Bière de Garde,10,16
409,0.05,,1267,Black Rabbit,American Black Ale,10,16
410,0.082,,1178,Vivant Tripel,Tripel,10,16
411,0.06,,1044,Big Red Coq,American Amber / Red Ale,10,16
412,0.065,,873,Contemplation (2012),Bière de Garde,10,16
413,0.062,,677,Big Red Coq (2012),American Amber / Red Ale,10,16
414,0.055,,387,Farm Hand,Saison / Farmhouse Ale,10,16
415,0.06,,385,Solitude,Belgian Pale Ale,10,16
416,0.065,,384,Triomphe,Belgian IPA,10,16
417,,,1096,Tampa Pale Ale,American Pale Ale (APA),467,12
418,,,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,467,12
419,0.061,,2456,Broad Brook Ale,American Amber / Red Ale,89,16
420,0.05,15,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12
