,abv,ibu,id,name,style,brewery_id,ounces
421,0.052,17,920,Polar Pale Ale,American Pale Ale (APA),493,12
422,0.048,,919,Chugach Session Ale,Cream Ale,493,12
423,0.061,64,648,Fairweather IPA,American IPA,493,12
424,0.068,47,1279,East India Pale Ale,English India Pale Ale (IPA),437,16
425,0.045,,756,Brooklyn Summer Ale,English Pale Mild Ale,437,12
426,0.068,47,566,East India Pale Ale,English India Pale Ale (IPA),437,12
427,0.045,,328,Brooklyn Summer Ale (2011),English Pale Mild Ale,437,12
428,0.052,,66,Brooklyn Lager (16 oz.),American Amber / Red Lager,437,16
429,0.052,,65,Brooklyn Lager (12 oz.),American Amber / Red Lager,437,12
430,0.08,,538,Tour de Nez Belgian IPA (Current),Belgian IPA,530,16
431,,,504,Roler Bock (Current),Maibock / Helles Bock,530,16
432,0.073,85,383,Black Adder IBA (Current),American Black Ale,530,16
433,0.062,42,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16
434,0.058,35,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16
435,0.052,40,26,Black Noddy Lager (Current),Schwarzbier,530,16
436,0.053,,1627,Cleveland Beer Week 2013,Munich Helles Lager,357,16
437,0.045,,2552,Painted Turtle,American Pale Ale (APA),56,12
438,0.06,40,2125,1836,American Blonde Ale,214,12
439,0.06,20,2124,Summer's Wit,Witbier,214,12
440,0.065,,2608,Wrath of Pele,American Brown Ale,24,16
441,0.068,,2607,Black Beer'd,American Black Ale,24,16
442,0.078,,2606,Mr. Tea,Fruit / Vegetable Beer,24,24
443,0.055,40,2478,Pale Alement,American Pale Ale (APA),24,12
444,0.06,,2470,Kreamed Corn,Cream Ale,24,12
445,0.065,,2464,Coconoats,American Pale Wheat Ale,24,16
446,0.068,16,2160,Joey Wheat,American Pale Wheat Ale,24,16
447,0.072,86,2158,3:33 Black IPA,American IPA,24,16
448,0.068,,2072,MCA,American IPA,24,16
449,0.055,40,2054,Pale Alement,American Pale Ale (APA),24,16
450,0.05,14,2196,Couch Select Lager,American Pale Lager,197,12
451,0.056,36,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12
452,0.049,,52,Heinnieweisse Weissebier,Hefeweizen,556,12
453,0.068,,51,Snapperhead IPA,American IPA,556,12
454,0.049,,50,Moo Thunder Stout,Milk / Sweet Stout,556,12
455,0.043,,49,Porkslap Pale Ale,American Pale Ale (APA),556,12
456,0.062,,2656,Rye Knot,American Brown Ale,5,12
457,0.06,,2655,Dead Arm,American Pale Ale (APA),5,12
458,0.048,,2654,32°/50° Kölsch ,Kölsch,5,16
459,0.077,,2653,HopArt,American IPA,5,16
460,0.052,,2252,Gran Sport,American Porter,182,16
461,0.053,25,2214,Horny Toad Cerveza,American Blonde Ale,182,16
462,0.063,35,2213,Native Amber,American Amber / Red Ale,182,16
463,0.068,100,1442,F5 IPA,American IPA,182,16
464,0.063,35,170,Native Amber (2013),American Amber / Red Ale,182,16
465,0.053,25,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16
466,0.068,100,2315,Hopportunity Knocks IPA,American IPA,155,12
467,0.06,,1808,Pilot Rock Porter,American Porter,155,12
468,0.056,55,1419,Caldera Pale Ale,American Pale Ale (APA),155,12
469,0.039,16,878,Lawnmower Lager,American Adjunct Lager,155,12
470,0.054,24,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12
471,0.061,94,793,Caldera IPA (2009),American IPA,155,12
472,0.061,94,792,Caldera IPA (2007),American IPA,155,12
473,0.056,55,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12
474,0.056,55,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12
475,0.056,55,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12
476,0.056,55,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12
477,0.056,55,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12
478,0.054,24,37,Ashland Amber Ale,American Amber / Red Ale,155,12
479,0.061,94,36,Caldera IPA,American IPA,155,12
480,0.05,,2257,Remain in Light,American Pilsner,178,12
481,0.065,,2256,Flower Child (2014),American IPA,178,12
482,,,870,THP White (2006),Witbier,497,12
483,,,869,THP Amber (2006),American Amber / Red Ale,497,12
484,,,868,THP Light (2006),American Blonde Ale,497,12
485,,,867,THP Dark (2006),English Dark Mild Ale,497,12
486,0.055,64,2066,Fisherman's IPA,American IPA,230,12
487,0.054,35,2065,Fisherman's Pils,German Pilsener,230,12
488,0.055,30,2064,Fisherman's Brew,American Amber / Red Ale,230,12
489,0.055,35,1928,Cape Cod Red,American Amber / Red Ale,267,16
490,0.049,10,1927,Beach Blonde,American Blonde Ale,267,16
491,0.065,80,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12
492,0.052,28,2226,Wisconsin Amber,Vienna Lager,192,12
493,0.046,18,2225,Lake House,Munich Helles Lager,192,12
494,0.056,55,1954,Ghost Ship White IPA,American IPA,192,12
495,0.046,18,1910,Lake House,Munich Helles Lager,192,16
496,0.062,70,1177,Mutiny IPA,American IPA,192,12
497,0.052,,840,Wisconsin Amber (1998),Vienna Lager,192,12
498,0.042,,180,Island Wheat,American Pale Wheat Ale,192,12
499,0.052,,63,Wisconsin Amber (2013),Vienna Lager,192,12
500,0.05,,62,U.S. Pale Ale,American Pale Ale (APA),192,12
501,,,61,Supper Club Lager,American Pale Lager,192,12
502,0.04,,784,Carolina Lighthouse (2007),American Blonde Ale,504,12
503,0.05,,783,Carolina Blonde (2006),American Blonde Ale,504,12
504,0.035,,782,Carolina Blonde Light (2005),American Blonde Ale,504,12
505,0.059,22,2255,Santa's Secret,Winter Warmer,179,16
506,0.057,,530,Flagship IPA,English India Pale Ale (IPA),179,12
507,0.051,,427,Sky Blue Golden Ale,Kölsch,179,12
508,0.039,9,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16
509,0.078,80,1940,077XX,American Double / Imperial IPA,222,16
510,0.042,35,1439,Boat Beer,American IPA,222,12
511,0.069,,1465,Granny Smith Hard Apple Cider,Cider,404,16
512,0.069,,1464,Dry Hard Apple Cider,Cider,404,16
513,0.056,,1744,Farmer Ted's Cream Ale,Cream Ale,331,12
514,0.052,,1743,Firewater India Pale Ale,American IPA,331,12
515,0.047,,1742,White Zombie Ale,Witbier,331,12
516,0.07,,1719,King Winterbolt Winter Ale,Winter Warmer,331,12
517,0.047,,638,White Zombie Ale,Witbier,331,12
518,0.052,,507,Firewater India Pale Ale,American IPA,331,12
519,0.056,,480,Farmer Ted's Farmhouse Cream Ale,Cream Ale,331,12
520,0.048,16,1882,Whitecap Wit,Witbier,285,16
521,0.078,16,1881,Seiche Scottish Ale,Scottish Ale,285,16
522,0.058,,2446,Peanut Butter Jelly Time,American Brown Ale,96,12
523,0.054,,2106,King Coconut,American Porter,96,12
524,,,2210,Special Release,,29,16
525,0.068,70,2052,Dankosaurus,American IPA,29,16
526,0.051,35,1584,Scruffy's Smoked Alt,Smoked Beer,29,16
527,0.051,36,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16
528,0.05,18,1050,The Lawn Ranger,Cream Ale,29,16
529,0.05,,1219,All American Blonde Ale,American Blonde Ale,452,12
530,0.05,,1218,All American Red Ale,American Amber / Red Ale,452,12
531,0.05,40,2377,Main St. Virginia Ale,Altbier,122,12
532,0.045,24,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12
533,0.05,40,1248,Main St. Virginia Ale,Altbier,122,12
534,0.052,42,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12
535,0.051,15,1649,Chai Ale,Herbed / Spiced Beer,350,16
536,0.072,85,1648,Lucky Day IPA,American IPA,350,16
537,0.075,77,1646,Catch 23,American Black Ale,350,16
538,0.07,,2057,Stickin' In My Rye,Rye Beer,236,24
539,0.06,45,2056,Black Me Stout,American Stout,236,12
540,0.05,22,2055,Killer Kolsch,Kölsch,236,12
541,0.07,65,1933,Missile IPA,American IPA,236,12
542,0.045,,2019,Enlighten,Kölsch,250,16
543,0.065,8,2018,Ale Cider,Fruit / Vegetable Beer,250,16
544,0.055,30,2017,Pail Ale,American Pale Ale (APA),250,16
545,0.045,,2016,Englishman,English Brown Ale,250,16
546,0.08,69,2080,8 Barrel,American Strong Ale,226,16
547,0.055,40,2079,Oktoberfest,Märzen / Oktoberfest,226,16
548,0.057,58,2380,IPA #11,American IPA,121,16
549,0.057,10,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16
550,0.052,,2354,Lighthouse Amber,Altbier,121,16
551,0.049,29,567,Churchkey Pilsner Style Beer,American Pilsner,526,12
552,0.05,,1342,First Press,Cider,425,12
553,0.05,,1341,Magic Apple,Cider,425,12
554,0.055,25,2349,Cubano Espresso,Bock,141,12
555,0.062,65,2014,Operation Homefront,American IPA,141,12
556,0.082,65,2013,Wandering Pelican,American Black Ale,141,12
557,0.055,,2012,Sugar Plum,American Brown Ale,141,12
558,0.055,,2011,Oktoberfest,Märzen / Oktoberfest,141,12
559,0.06,,2010,Puppy's Breath Porter,American Porter,141,12
560,0.045,,2009,Happening Now,American IPA,141,12
561,0.07,60,1726,Hopped on the High Seas (Hop #529),American IPA,141,12
562,0.07,60,1725,Hopped on the High Seas (Calypso),American IPA,141,12
563,0.063,,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12
564,0.07,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12
565,0.07,60,1693,Hopped on the High Seas (Citra),American IPA,141,12
566,0.07,60,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12
567,0.055,,1369,Gwar Beer,American Pale Ale (APA),141,12
568,0.052,,1243,Tropical Heatwave,American Pale Wheat Ale,141,16
569,0.075,70,1142,Humidor Series India Pale Ale,American IPA,141,12
570,0.075,70,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12
571,0.08,65,1140,José Martí American Porter,American Porter,141,12
572,0.05,,1139,Invasion Pale Ale,American Pale Ale (APA),141,12
573,0.055,25,1138,Maduro Brown Ale,English Brown Ale,141,12
574,0.055,25,571,Maduro Brown Ale,American Brown Ale,141,12
575,0.05,,570,Hotter Than Helles Lager,Munich Helles Lager,141,12
576,0.072,75,569,Tocobaga Red Ale,American Amber / Red Ale,141,12
577,0.075,70,546,Jai Alai IPA,American IPA,141,12
578,0.05,18,545,Florida Cracker Belgian Wit,Witbier,141,12
579,0.048,,2338,Shark Tracker Light lager,Light Lager,145,12
580,0.06,,1365,Pumple Drumkin,Pumpkin Ale,145,12
581,0.045,,1094,Grey Lady,Witbier,145,12
582,0.062,,657,Summer of Lager,Munich Helles Lager,145,12
583,0.065,,656,Indie Pale Ale,American IPA,145,12
584,0.038,,359,Sankaty Light Lager,Light Lager,145,12
585,0.056,,56,Whale's Tale Pale Ale,English Pale Ale,145,12
586,0.067,60,1772,Jacaranada Rye IPA,American IPA,320,16
587,0.06,75,1393,Cascadian Dark Ale,American Black Ale,418,12
588,0.044,13,893,Wheat the People,American Pale Wheat Ale,418,16
589,0.047,17,1407,Tybee Island Blonde,American Blonde Ale,415,12
590,0.062,55,1406,Savannah Brown Ale,American Brown Ale,415,12
591,0.046,11,2438,Rhode Island Blueberry,Kölsch,101,12
592,0.065,75,2437,Newport Storm IPA,American IPA,101,12
593,0.052,24,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12
594,0.052,24,120,Hurricane Amber Ale,American Amber / Red Ale,101,12
595,0.058,,2061,Big Blue Van,Fruit / Vegetable Beer,232,16
596,0.068,75,970,Des Moines IPA,American IPA,482,16
597,0.048,22,969,Capital Gold Golden Lager,German Pilsener,482,16
598,0.056,21,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16
599,0.05,,2351,Behemoth,American Pilsner,139,12
600,0.052,,1650,Arkansas Red,American Amber / Red Ale,139,12
601,0.057,,1337,Core Oatmeal Stout,Oatmeal Stout,139,12
602,0.061,,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12
603,0.038,,737,Chester's Beer (2005),American Pale Lager,512,12
604,0.05,,129,Heiner Brau Kölsch,Kölsch,553,12
605,0.048,,716,Trigger Blonde Ale,American Blonde Ale,515,16
606,0.075,29,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16
607,0.077,71,556,Eclipse Black IPA,American Black Ale,515,16
608,0.06,46,2538,Neomexicanus Native,American Pale Ale (APA),63,12
609,0.075,25,2355,Old Soul,Belgian Strong Pale Ale,63,12
610,0.059,,1689,Snowcat Coffee Stout,American Stout,63,12
611,,,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12
612,,,940,Boohai Red Ale,American Amber / Red Ale,63,12
613,0.052,15,685,Lava Lake Wit,Witbier,63,12
614,0.06,,613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12
615,0.052,25,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12
616,0.065,65,2029,Tropicalia,American IPA,247,12
617,0.045,,2028,Athena,Berliner Weissbier,247,12
618,0.049,25,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12
619,0.055,,1105,3 Picket Porter,American Porter,169,12
620,0.056,,1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,12
621,0.065,,2145,Red Water Irish Style Red,American Amber / Red Ale,212,12
622,0.066,,1804,Mjöllnir,Herbed / Spiced Beer,212,12
623,0.055,,1602,Bear Butte Nut Brown Ale,American Brown Ale,212,12
624,0.045,,1301,Easy Livin' Summer Ale,American Blonde Ale,212,12
625,0.055,,542,Canyon Cream Ale,Cream Ale,212,12
626,0.069,,272,Pile O'Dirt Porter,American Porter,212,12
627,0.06,,271,11th Hour IPA,American IPA,212,12
628,0.06,31,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16
629,0.052,23,681,Summertime Ale,Kölsch,472,16
630,0.049,,1789,Lost River Blonde Ale,American Blonde Ale,315,16
631,0.054,,1788,Monon Wheat,Witbier,315,16
632,0.08,,1787,Floyd's Folly,Scottish Ale,315,16
633,0.063,,1786,Half Court IPA,American IPA,315,16
634,0.045,,1763,Geary's Pale Ale,English Pale Ale,323,12
635,0.06,,1311,Geary's Summer Ale,Kölsch,323,12
636,0.08,,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12
637,0.05,15,1809,The Tradition,American Blonde Ale,227,12
638,0.053,11,1263,El Hefe Speaks,Hefeweizen,227,12
639,0.055,,1092,Penn Quarter Porter,American Porter,227,12
640,0.065,80,186,The Corruption,American IPA,227,12
641,0.07,,185,The Citizen,Belgian Pale Ale,227,12
642,0.06,,184,The Public,American Pale Ale (APA),227,12
643,0.065,,1224,Dank IPA,American IPA,451,16
644,0.065,,964,Dank IPA (2012),American IPA,451,16
645,0.072,,1623,Lift Off IPA,American IPA,358,16
646,0.055,,110,BrewFarm Select Golden Lager,American Pale Lager,554,12
647,0.05,,1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,12
648,0.05,,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12
649,0.063,37,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12
650,0.06,,2371,Neato Bandito,Euro Pale Lager,127,12
651,0.075,33,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12
652,0.06,,1827,Deep Ellum Pale Ale,American Pale Ale (APA),127,12
653,0.07,,1203,Double Brown Stout,Baltic Porter,127,12
654,0.048,25,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16
655,0.046,,1161,Rye Pils Session Lager,German Pilsener,127,12
656,0.052,23,946,Dallas Blonde,American Blonde Ale,127,12
657,0.07,70,943,Deep Ellum IPA,American IPA,127,12
658,0.045,44,1886,Thrasher Session India Pale Ale,American IPA,283,12
659,0.05,16,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12
660,0.059,55,1213,Chuli Stout,Irish Dry Stout,453,12
661,0.056,46,1159,Mother Ale,American Blonde Ale,453,12
662,0.065,71,947,Twister Creek India Pale Ale,American IPA,453,12
663,0.058,46,929,Single Engine Red,Irish Red Ale,453,12
664,0.07,,1944,Incredible Pedal IPA,American IPA,263,12
665,0.05,,1943,Graham Cracker Porter,American Porter,263,12
666,0.05,40,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12
667,0.052,16,2550,Weissenheimer,Hefeweizen,57,12
668,0.049,22,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12
669,0.063,76,2025,Vertex IPA,American IPA,57,12
670,0.05,12,2021,Here Gose Nothin',Gose,57,12
671,0.05,,2015,Strawberry Blonde,Fruit / Vegetable Beer,57,12
672,0.049,22,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12
673,0.044,45,2051,Bravo Four Point,American Pale Ale (APA),237,12
674,0.052,26,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12
675,0.054,27,924,Deadicated Amber,American Amber / Red Ale,491,16
676,,,731,Kaleidoscope Collaboration 2012,American Black Ale,491,16
677,0.071,85,730,California Sunshine Rye IPA,American IPA,491,16
678,0.074,12,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16
679,0.045,,1773,12 Man Pale Ale,American Pale Ale (APA),319,12
680,0.065,72,1795,Filthy Hoppin' IPA,American IPA,311,16
681,,,944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12
682,,,524,Dolores River Hefeweizen,Hefeweizen,531,16
683,,,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16
684,,,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16
685,,,448,Dolores River Pale Ale,American Pale Ale (APA),531,16
686,,,447,Dolores River Dry Stout,Irish Dry Stout,531,16
687,,,446,Dolores River Mild,English Dark Mild Ale,531,16
688,0.049,,1246,Cranberry Blend,Cider,446,12
689,0.051,,977,Orignal Blend,Cider,446,12
690,0.066,100,881,Hop Abomination,American IPA,496,12
691,0.051,17,880,Apricot Blonde,Fruit / Vegetable Beer,496,12
692,0.043,12,872,Dry Dock Hefeweizen,Hefeweizen,496,12
693,0.058,49,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12
694,0.061,64,1685,Category 3 IPA,American IPA,340,12
695,0.045,18,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12
696,0.05,,1590,Pumpkin Patch Ale,Pumpkin Ale,369,16
697,0.078,74,1382,Crank Yanker IPA,American IPA,369,16
698,0.06,,1110,River Runners Pale Ale,American Pale Ale (APA),369,16
699,0.05,,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16
700,0.055,,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16
701,0.045,,680,Boater Beer,German Pilsener,369,16
702,0.078,74,395,Crank Yanker IPA (2011),American IPA,369,16
703,0.057,,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16
704,0.049,25,673,Dottie Seattle Lager,American Amber / Red Lager,516,16
705,0.07,,1107,Nut Sack Imperial Brown Ale,American Brown Ale,465,12
706,0.05,,1039,Underachiever,American Adjunct Lager,473,16
707,0.052,,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,12
708,0.052,,2008,Element 29,American Pale Ale (APA),81,12
709,0.05,,2004,Hop Syndrome,American Pale Lager,81,12
710,0.062,,2003,Escape to Colorado,American IPA,81,12
711,0.043,60,2292,Little Sister India Style Session Ale,American IPA,170,12
712,0.062,80,1504,Country Boy IPA,American IPA,170,12
713,0.049,23,2604,Blonde Czich,American Blonde Ale,26,16
714,0.07,61,2432,White Reaper,Belgian IPA,26,16
715,0.051,,2431,Bobblehead,American Pale Wheat Ale,26,16
716,0.052,,2430,Lucky Dog,American Pale Ale (APA),26,16
717,0.048,,2429,Voodoo,American Porter,26,16
718,0.054,48,1967,General George Patton Pilsner,Czech Pilsener,26,16
719,0.04,,2283,Nomader Weiss,Berliner Weissbier,173,12
720,0.055,,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12
721,0.055,,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12
722,0.05,32,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12
723,0.045,19,1435,Stone's Throw IPA,Scottish Ale,335,12
724,0.067,70,1434,Wood Chipper India Pale Ale,American IPA,335,12
725,0.063,55,2089,Trail Head,American Pale Ale (APA),224,12
726,0.07,80,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16
727,0.07,58,1455,Sudice American Stout,American Stout,405,16
728,0.05,20,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16
729,0.05,20,1453,Norns Roggenbier,Roggenbier,405,16
730,0.05,20,1452,Laimas Kölsch Style Ale,Kölsch,405,16
731,0.07,70,1451,Moirai India Pale Ale,American IPA,405,16
732,0.075,53,2191,Loki Red Ale,American Amber / Red Ale,201,16
733,0.046,,1731,Peaches & Cream,Fruit / Vegetable Beer,201,16
734,0.051,,1022,Quaff India Style Session Ale,American IPA,201,16
735,0.075,53,895,Loki Red Ale (2013),American Amber / Red Ale,201,16
736,0.069,,682,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16
737,0.05,,112,Fearless Scottish Ale,Scottish Ale,201,16
738,0.081,,2289,Mastermind,American Double / Imperial IPA,172,12
739,0.082,,2027,Hyzer Flip,American Double / Imperial IPA,172,16
740,0.082,80,1929,Second Fiddle,American Double / Imperial IPA,172,16
741,0.055,30,1858,Hodad Porter,American Porter,172,16
742,0.045,,2591,Weiss Weiss Baby,Kristalweizen,36,12
743,0.055,45,2590,Czech Yo Self,Czech Pilsener,36,12
744,0.048,20,1968,FMB 101,Kölsch,36,12
745,0.08,80,1664,Sobek & Set,American Black Ale,256,16
746,0.05,22,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16
747,0.053,,941,Secret Stache Stout,American Stout,256,16
748,0.08,72,935,Fascist Pig Ale,American Amber / Red Ale,256,16
749,0.055,,809,Cut Throat Pale Ale,American Pale Ale (APA),256,16
750,0.075,,481,Threadless IPA,American IPA,256,16
751,0.055,,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),256,16
752,0.047,,350,Golden Wing Blonde Ale,American Blonde Ale,256,16
753,0.045,47,2569,Easy Jack,American IPA,48,12
754,0.075,75,2463,Union Jack,American IPA,48,12
755,0.053,,2462,Pivo Pils,German Pilsener,48,12
756,0.047,,1957,805 Blonde Ale,American Blonde Ale,48,12
757,0.047,20,1733,805,American Blonde Ale,48,12
758,0.065,,2624,Deflator,Doppelbock,16,16
759,0.05,27,2284,Hinchtown Hammer Down,American Blonde Ale,16,16
760,0.06,104,1610,Half Cycle IPA,American IPA,16,16
761,,,520,Inclined Plane Ale,American IPA,532,12
762,0.055,,2554,Moped Traveler,American Pale Ale (APA),54,16
763,0.071,60,608,Snake Dog IPA,American IPA,521,12
764,0.047,28,607,Underdog Atlantic Lager,American Pale Lager,521,12
765,0.04,,2567,Flying Mouse 8,American Porter,50,12
766,0.07,70,2566,Flying Mouse 4,American IPA,50,12
767,0.078,,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279,12
768,0.06,,983,Backyahd IPA,American IPA,279,12
769,0.065,,982,Raincloud Robust Porter,American Porter,279,12
770,0.045,,981,Barstool American Golden Ale,American Blonde Ale,279,12
771,0.05,18,2111,What the Butler Saw,Witbier,217,12
772,0.069,65,2110,1916 Shore Shiver,American IPA,217,12
773,0.052,,2172,Quick WIT,Belgian Pale Ale,206,12
774,0.062,,2171,The Optimist,American IPA,206,12
775,0.045,,1911,Suicide Squeeze IPA,American IPA,206,16
776,0.065,,1803,Java the Hop,American IPA,206,16
777,0.062,,1566,Next Adventure Black IPA,American Black Ale,206,16
778,0.067,,1515,3-Way IPA (2013),American IPA,206,16
779,0.058,,1214,Tender Loving Empire NWPA,American Pale Ale (APA),206,16
780,0.052,,674,Quick Wit Belgianesque Ale,Witbier,206,16
781,0.055,,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206,16
782,0.051,,319,1811 Lager,American Amber / Red Lager,206,16
783,0.074,97,318,Vortex IPA,American IPA,206,16
784,,,2322,Fort Pitt Ale,American Amber / Red Ale,151,12
785,0.047,19,2661,Park,American Pale Wheat Ale,4,12
786,0.056,16,2660,Westfalia,American Amber / Red Ale,4,12
787,0.046,17,2659,KSA,Kölsch,4,12
788,0.063,42,2658,Villager,American IPA,4,12
789,0.072,65,1565,Centennial IPA,American IPA,15,12
790,0.047,42,1223,All Day IPA,American IPA,15,12
791,0.076,73,1874,El Chingon IPA,American IPA,287,12
792,0.057,40,1873,Block Party Robust Porter,American Porter,287,12
793,0.052,20,1872,Local Buzz,American Blonde Ale,287,12
794,0.055,,2613,Feel Like Maplin' Love,Oatmeal Stout,22,16
795,0.05,,2612,Father's Beer,Belgian Pale Ale,22,16
796,0.06,,2611,The 26th,American IPA,22,16
797,0.064,90,2610,The Gadget,American IPA,22,16
798,0.04,,1657,Leprechaun Lager,American Pale Lager,348,12
799,0.052,17,2309,Sunbru Kölsch,Kölsch,160,12
800,0.06,21,1635,Kilt Lifter Scottish-Style Ale,,160,12
801,0.051,,1616,Pumpkin Porter,American Porter,160,12
802,0.042,9,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12
803,0.067,47,358,Hop Knot IPA,American IPA,160,12
804,0.06,21,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12
805,0.052,,178,Sunbru Kölsch,Kölsch,160,12
806,0.06,,2428,Four String Vanilla Porter,American Porter,105,12
807,0.05,28,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12
808,0.057,36,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12
809,0.07,70,2424,Big Star White IPA,American White IPA,105,12
810,0.056,,1998,Old Detroit,American Amber / Red Ale,253,12
811,0.069,69,1556,Batch 69 IPA,American IPA,253,12
812,0.055,18,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12
813,0.053,27,2527,OktoberFiesta,,66,12
814,0.065,33,2526,Texicali ,American Brown Ale,66,12
815,0.06,,2525,Pinata Protest,Witbier,66,12
816,0.042,20,2524,Bat Outta Helles,Munich Helles Lager,66,12
817,0.068,,2523,Original,American Amber / Red Ale,66,12
818,0.042,10,2522,Rye Wit,Witbier,66,12
819,0.059,70,2521,Soul Doubt,American IPA,66,12
820,0.044,5,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12
821,0.04,,1174,77 Fremont Select Spring Session IPA,American IPA,460,12
822,0.045,,1116,Fremont Organic Pale Ale,American Pale Ale (APA),460,12
823,0.08,,994,Abominable Ale,English Strong Ale,460,12
824,0.065,35,901,Harvest Ale,Saison / Farmhouse Ale,460,12
825,0.065,45,875,Fremont Summer Ale,American Pale Ale (APA),460,12
826,0.056,30,858,Universale Pale Ale,American Pale Ale (APA),460,12
827,0.065,80,857,Interurban IPA,American IPA,460,12
828,0.053,32,1300,Gateway Kolsch Style Ale,Kölsch,433,12
829,0.07,24,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12
830,0.052,42,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12
831,0.07,73,2254,Salamander Slam,American IPA,180,16
832,0.05,,1658,Cack-A-Lacky,American Pale Ale (APA),347,12
833,0.072,50,2077,No Wake IPA,American IPA,228,12
834,0.049,15,2076,Boathouse Blonde,American Blonde Ale,228,12
835,0.05,26,2075,Cedar Point,American Amber / Red Ale,228,12
836,0.067,70,2426,Clean Shave IPA,American IPA,106,12
837,0.072,75,2045,Might As Well IPL,American Pale Lager,240,16
838,0.058,35,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12
839,0.074,74,1777,2020 IPA,American IPA,240,16
840,0.08,70,1698,Wolf Among Weeds IPA,American IPA,240,16
841,0.059,60,1490,Point the Way IPA,American IPA,240,16
842,0.046,15,1489,Golden Road Hefeweizen,Hefeweizen,240,16
